"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
side_effects_2,medication_experience,,radio,"My sleeping pills make me feel unsteady on my feet.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_9,,
side_effects_3,medication_experience,,radio,"I have fallen because of my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_10,,
side_effects_4,medication_experience," Rate your level of agreement with each of the following statements about the sleeping pills that you take. ",radio,"Taking sleeping pills is bad for my memory.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_11,,
safety_1,medication_experience,,radio,"Taking sleeping pills makes me an unsafe driver the next day.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_12,,
safety_2,medication_experience,,radio,"I feel that my sleeping pills are perfectly safe for me to use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_13,,
safety_3,medication_experience,,radio,"I sometimes take more of my sleeping pills than prescribed.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_14,,
safety_4,medication_experience,,radio,"I limit  how much alcohol I drink because I take sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_15,,
adls_1,medication_experience,,radio,"Taking sleeping pills interferes with my daytime activities (e.g. chores, errands, hobbies, work)","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_16,,
adls_2,medication_experience,,radio,"Taking sleeping pills negatively impacts my social life.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_17,,
dependence_1,medication_experience,,radio,"I feel like I am dependent on my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_18,,
dependence_2,medication_experience," Rate your level of agreement with each of the following statements about the sleeping pills that you take. ",radio,"I worry about running out of my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_19,,
dependence_3,medication_experience,,radio,"I feel bad physically when I reduce the dose or don't take my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_20,,
motivation_1,medication_experience,,radio,"It is discouraging when I try to stop using my sleeping pills but can't.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_21,,
motivation_2,medication_experience,,radio,"I feel like a failure when I try to stop my sleeping pills but can't.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_22,,
motivation_3,medication_experience,,radio,"I regret that I ever started taking sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_23,,
desires_3,medication_experience,,radio,"I want to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_26,,
desires_1,medication_experience,,radio,"My prescriber wants me to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_24,,
desires_2,medication_experience,,radio,"My pharmacist wants me to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_25,,
capability_1,medication_experience," Rate your level of agreement with each of the following statements about the sleeping pills that you take. ",radio,"I am capable of stopping my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_27,,
capability,medication_experience,,radio,"I need help to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_28,,
inf_soc_1,medication_experience,,radio,"My family and/or friends worry about my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_29,,
inf_soc_2,medication_experience,,radio,"My family and/or friends have encouraged me to stop taking sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_30,,
inf_soc_3,medication_experience,,radio,"I'm ashamed that I take sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_31,,
inf_hcp_1,medication_experience,,radio,"My prescriber thinks using sleeping pills is good for my health.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_32,,
inf_hcp_2,medication_experience,,radio,"My prescriber and I regularly review my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_33,,
inf_hcp_3,medication_experience,,radio,"My pharmacist thinks using sleeping pills is good for my health.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_34,,
inf_hcp_4,medication_experience,,radio,"My pharmacist and I regularly review my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,experience_35,,
benefit_1_v2,medication_experience,"Rate your level of agreement with each of the following statements about the sleeping pills that you were taking in the past. ",radio,"Taking my sleeping pills was important for my overall health and wellness.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience1_v2,,
benefit_4_v2,medication_experience,,radio,"I relied on my sleeping pills to give me a good night's sleep.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience4_v2,,
benefit_5_v2,medication_experience,,radio,"I relied on my sleeping pills to get enough sleep.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience5_v2,,
benefit_6_v2,medication_experience,,radio,"Taking sleeping pills was the best way to fix my sleep problem.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience6_v2,,
benefit_dep_v2,medication_experience,,radio,"I felt better when I took my sleeping pills after not taking them for a night or two.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience7_v2,,
side_effects_1_v2,medication_experience,,radio,"I felt drowsy the morning after taking my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_8_v2,,
side_effects_2_v2,medication_experience,,radio,"My sleeping pills made me feel unsteady on my feet.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_9_v2,,
side_effects_3_v2,medication_experience,,radio,"I have fallen because of my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_10_v2,,
side_effects_4_v2,medication_experience,"Rate your level of agreement with each of the following statements about the sleeping pills that you were taking in the past. ",radio,"Taking sleeping pills was bad for my memory.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_11_v2,,
safety_1_v2,medication_experience,,radio,"Taking sleeping pills made me an unsafe driver the next day.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_12_v2,,
safety_2_v2,medication_experience,,radio,"I felt that my sleeping pills were perfectly safe for me to use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_13_v2,,
safety_3_v2,medication_experience,,radio,"I sometimes took more of my sleeping pills than prescribed.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_14_v2,,
safety_4_v2,medication_experience,,radio,"I limited how much alcohol I drank because I took sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_15_v2,,
adls_1_v2,medication_experience,,radio,"Taking sleeping pills interfered with my daytime activities (e.g. chores, errands, hobbies, work)","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_16_v2,,
adls_2_v2,medication_experience,,radio,"Taking sleeping pills negatively impacted my social life.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_17_v2,,
dependence_1_v2,medication_experience,,radio,"I felt like I was dependent on my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_18_v2,,
dependence_2_v2,medication_experience,"Rate your level of agreement with each of the following statements about the sleeping pills that you were taking in the past. ",radio,"I worried about running out of my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_19_v2,,
dependence_3_v2,medication_experience,,radio,"I felt bad physically when I reduced the dose or didn't take my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_20_v2,,
motivation_1_v2,medication_experience,,radio,"It was discouraging when I tried to stop using my sleeping pills but couldn't.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_21_v2,,
motivation_2_v2,medication_experience,,radio,"I felt like a failure when I tried to stop my sleeping pills but couldn't.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_22_v2,,
motivation_3_v2,medication_experience,,radio,"I regreted that I ever started taking sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_23_v2,,
desires_3_v2,medication_experience,,radio,"I wanted to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_26_v2,,
desires_1_v2,medication_experience,,radio,"My prescriber wanted me to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_24_v2,,
desires_2_v2,medication_experience,,radio,"My pharmacist wanted me to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_25_v2,,
capability_1_v2,medication_experience,"Rate your level of agreement with each of the following statements about the sleeping pills that you were taking in the past. ",radio,"I was capable of stopping my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_27_v2,,
capability_v2,medication_experience,,radio,"I needed help to stop my sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_28_v2,,
inf_soc_1_v2,medication_experience,,radio,"My family and/or friends worried about my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_29_v2,,
inf_soc_2_v2,medication_experience,,radio,"My family and/or friends encouraged me to stop taking sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_30_v2,,
inf_soc_3_v2,medication_experience,,radio,"I was ashamed that I took sleeping pills.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_31_v2,,
inf_hcp_1_v2,medication_experience,,radio,"My prescriber thought using sleeping pills was good for my health.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_32_v2,,
inf_hcp_2_v2,medication_experience,,radio,"My prescriber and I regularly reviewed my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_33_v2,,
inf_hcp_3_v2,medication_experience,,radio,"My pharmacist thought using sleeping pills was good for my health.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_34_v2,,
inf_hcp_4_v2,medication_experience,,radio,"My pharmacist and I regularly reviewed my sleeping pill use.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,experience_35_v2,,
cont_surv_2,medication_experience," ",radio,"<div class=""rich-text-field-label""><p>Continue with survey?<br /><br /><span style=""font-weight: normal;"">We really appreciate your participation and responses so far and understand that this is a very long survey. You just completed the longest section. The remaining survey sections are not nearly as long. </span></p> <p><span style=""font-weight: normal;"">Would you like to continue with the survey now or save your responses and come back later?</span></p> <p> </p></div>","0, Continue | 1, Save and return later",,,,,,,,,,,,
sel_cont_2,medication_experience,,descriptive,"Thank you for continuing with the survey. Please click ""Submit"" to continue. ",,,,,,,"[cont_surv_2] = '0'",,,,,,
sel_srl_3,medication_experience,,descriptive,"<div class=""rich-text-field-label""><p>At the bottom of this page click ""save and return later""<br /><br /><span style=""font-weight: normal;"">When you make this selection a window will open with instructions for how to return to the survey. You can type in your email address and click ""send survey link"". The email will be from ""REDCap Administrator"". This way you will have the link to the survey in your email. When you are ready, click that link in the email to continue where you left off. </span><br /><br /><span style=""font-weight: normal;"">Or you can leave the window open. When you return later you can click on the option ""Continue Survey Now"".</span></p></div>",,,,,,,"[cont_surv_2] = '1'",,,,,,
memory_v2,factors,"I STOPPED TAKING SLEEPING PILLS BECAUSE: ",radio,"I experienced memory problems.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_1_v2,,
thinking_v2,factors,,radio,"I had trouble thinking clearly","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_2_v2,,
activities_v2,factors,,radio,"They interfered with my daytime activities (eg. chores, errands, hobbies, work)","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_3_v2,,
socialize_v2,factors,,radio,"They interfered with my ability to socialize.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_4_v2,,
driving_v2,factors,,radio,"They made me a less safe driver.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_5_v2,,
balance_v2,factors,"I STOPPED TAKING SLEEPING PILLS BECAUSE: ",radio,"I had balance problems.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_6_v2,,
falls_v2,factors,,radio,"I had one or more falls.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_7_v2,,
indication_v2,factors,,radio,"I didn't have a sleep problem anymore.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_9_v2,,
efficacy_v2,factors,,radio,"They weren't working for me anymore.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_10_v2,,
alternative_v2,factors,,radio,"I found a different and better way to help my sleep problem.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_11_v2,,
inf_soc_v2,factors,"I STOPPED TAKING SLEEPING PILLS BECAUSE: ",radio,"People close to me (eg. family, friends) said they were concerned about me taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_12_v2,,
inf_pres_v2,factors,,radio,"My prescriber wanted me to stop taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_13_v2,,
inf_rphc_v2,factors,,radio,"My pharmacist wanted me to stop taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_14_v2,,
interactions_v2,factors,,radio,"They caused problems with my other medications.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_15_v2,,
dependence_v2,factors,,radio,"I developed a dependence problem with them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",y,,,factor_16_v2,,
reduc_v2,factors,"I STOPPED TAKING SLEEPING PILLS BECAUSE:",radio,"I learned a safe and effective way to stop them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",,,,factor_17_v2,,
cost_v2,factors,,radio,"They cost too much.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",,,,factor_18_v2,,
free_text_v2,factors,,notes,"List any other factors that caused you to stop taking sleeping pills? ",,,,,,,"([freq_dich] = '0' OR [freq_dich] = '1')",,,,,,
memory,factors,"I WOULD STOP MY SLEEPING PILLS IF: ",radio,"I experienced memory problems.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_1,,
thinking,factors,,radio,"I had trouble thinking clearly","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_2,,
activities,factors,,radio,"They interfered with my daytime activities (eg. chores, errands, hobbies, work)","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_3,,
socialize,factors,,radio,"They interfered with my ability to socialize.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_4,,
driving,factors,,radio,"They made me a less safe driver.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_5,,
balance,factors,"I WOULD STOP MY SLEEPING PILLS IF: ",radio,"I had balance problems.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_6,,
falls,factors,,radio,"I had one or more falls.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_7,,
indication,factors,,radio,"I didn't have a sleep problem anymore.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_9,,
efficacy,factors,,radio,"They weren't working for me anymore.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_10,,
alternative,factors,,radio,"I found a different and better way to help my sleep problem.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_11,,
inf_soc,factors,"I WOULD STOP MY SLEEPING PILLS IF: ",radio,"People close to me (eg. family, friends) said they were concerned about me taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_12,,
inf_pres,factors,,radio,"My prescriber wanted me to stop taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_13,,
inf_rphc,factors,,radio,"My pharmacist wanted me to stop taking them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_14,,
interactions,factors,,radio,"They caused problems with my other medications.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_15,,
dependence,factors,,radio,"I developed a dependence problem with them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich]= '2'",y,,,factor_16,,
reduc,factors,"I WOULD STOP TAKING MY SLEEPING PILLS IF:",radio,"I learned a safe and effective way to stop them.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich] = '2'",,,,factor_17,,
cost,factors,,radio,"They cost too much.","1, Strongly Disagree | 2, Disagree | 3, Uncertain | 4, Agree | 5, Strongly Agree",,,,,,"[freq_dich] = '2'",,,,factor_18,,
free_tect,factors,,notes,"List any other factors that could cause you to stop taking sleeping pills? ",,,,,,,"[freq_dich]= '2'",,,,,,
dbas1,dbas16,"For each statement, click the number from 0 to 10  that corresponds with your own personal belief, even if it does not apply directly to your situation.",radio,"I need 8 hours of sleep to feel refreshed and function well during the day.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas,,
dbas_2,dbas16,,radio,"When I don't get the proper amount of sleep on a given night, I need to catch up the next day by napping or on the next night by sleeping longer.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_2,,
dbas_3,dbas16,,radio,"I am concerned that chronic insomnia may have serious consequences on my physical health.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_3,,
dbas_4,dbas16,,radio,"I am worried that I may lose control over my abilities to sleep.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_4,,
dbas_5,dbas16,"For each statement, click the number from 0 to 10  that corresponds with your own personal belief, even if it does not apply directly to your situation.",radio,"After a poor night's sleep, I know that it will interfere with my daily activities the next day.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_5,,
dbas_6,dbas16,,radio,"In order to be alert and function well during the day, I believe I would be better off taking a sleeping pill rather than having a poor night's sleep.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_6,,
dbas_7,dbas16,,radio,"When I feel irritable, depressed, or anxious during the day, it is mostly because I did not sleep well the night before.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_7,,
dbas_8,dbas16,,radio,"When I sleep poorly on one night, I know it will disturb my sleep schedule for the whole week.","0, Strongly Disagree 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Strongly Agree 10",,,,,,,y,,,dbas_8,,
